WORD_SLOT1	WORD_SLOT2	Freq	FREQOFSLOT1	FREQOFSLOT2	RELATION	LLR	LOGODDSRATIO	MI	DELTAP1TO2	DELTAP2TO1
berate	saving	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	saving	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	saving	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	selling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	sending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	setting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	settling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	shelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	shovelling	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	spreading	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	standing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	staying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	stepping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	stopping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	stumping	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	supplying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	supporting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	supporting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	supporting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	supporting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	supporting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
