WORD_SLOT1	WORD_SLOT2	Freq	FREQOFSLOT1	FREQOFSLOT2	RELATION	LLR	LOGODDSRATIO	MI	DELTAP1TO2	DELTAP2TO1
amuse	spreading	1	1	1	attraction	12.5714750322685	51.5489553776894	7.62935662007961	1	1
bewitch	standing	1	1	1	attraction	12.5714750322685	51.5489553776894	7.62935662007961	1	1
amaze	stopping	1	1	1	attraction	12.5714750322685	51.5489553776894	7.62935662007961	1	1
berate	working	1	1	1	attraction	12.5714750322685	51.5489553776894	7.62935662007961	1	1
ambush	laying	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
argue	producing	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
bash	respecting	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
ambush	setting	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
activate	stepping	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
annoy	wanting	1	2	1	attraction	9.79888631002875	27.9778306482246	6.62935662007961	0.5	0.99492385786802
appall	banning	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
anger	breaking	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
baffle	having	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
bargain	leaving	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
americanise	saying	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
bawl	tackling	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
befriend	telling	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
barrack	using	1	1	2	attraction	9.79888631002866	27.8441832293062	6.62935662007961	0.99492385786802	0.5
bait	confronting	1	3	1	attraction	8.75239002249965	27.2796019614212	6.04439411935845	0.333333333333333	0.989847715736041
back	endorsing	1	3	1	attraction	8.75239002249965	27.2796019614212	6.04439411935845	0.333333333333333	0.989847715736041
beg	opting	1	3	1	attraction	8.75239002249965	27.2796019614212	6.04439411935845	0.333333333333333	0.989847715736041
beg	passing	1	3	1	attraction	8.75239002249965	27.2796019614212	6.04439411935845	0.333333333333333	0.989847715736041
bait	shelling	1	3	1	attraction	8.75239002249965	27.2796019614212	6.04439411935845	0.333333333333333	0.989847715736041
alarm	rallying	1	4	1	attraction	8.07279387531806	26.8690293936224	5.62935662007961	0.25	0.984771573604061
assault	making	1	1	4	attraction	8.07279387531798	26.7353144978926	5.62935662007961	0.984771573604061	0.25
beat	confessing	2	11	2	attraction	11.8883270922792	26.4163838737078	4.15527822547791	0.181818181818182	0.95360824742268
batter	concluding	1	6	1	attraction	7.16474052587287	26.3479099201274	5.04439411935845	0.166666666666667	0.974619289340102
batter	holding	1	6	1	attraction	7.16474052587287	26.3479099201274	5.04439411935845	0.166666666666667	0.974619289340102
batter	retreating	1	6	1	attraction	7.16474052587287	26.3479099201274	5.04439411935845	0.166666666666667	0.974619289340102
bandwagon	taking	1	1	7	attraction	6.8298465762308	26.0265825245704	4.82200169802201	0.969543147208122	0.142857142857143
beat	cutting	1	11	1	attraction	5.86948089058529	25.628554760702	4.16992500144231	0.0909090909090909	0.949238578680203
belt	becoming	1	1	10	attraction	6.06981556443948	25.605286012011	4.30742852519225	0.954314720812183	0.1
bamboozle	hearing	2	25	2	attraction	8.38092339112228	25.399989880128	2.97085365434048	0.08	0.881443298969072
beguile	asserting	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
armtwist	backtracking	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
armtwist	following	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	forgetting	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	granting	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	handing	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	parting	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	responding	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	running	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
armtwist	saving	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	staying	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
armtwist	stumping	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	supporting	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
beguile	undergoing	1	18	1	attraction	4.84734544591794	25.0600416671026	3.4594316186373	0.0555555555555556	0.913705583756345
belittle	accepting	1	1	22	attraction	4.4355494688864	24.6920301929043	3.16992500144231	0.893401015228426	0.0454545454545455
bewilder	accepting	1	1	22	attraction	4.4355494688864	24.6920301929043	3.16992500144231	0.893401015228426	0.0454545454545455
bamboozle	falling	1	25	1	attraction	4.17426764555988	24.6758243823395	2.98550043030489	0.04	0.878172588832487
bamboozle	fearing	1	25	1	attraction	4.17426764555988	24.6758243823395	2.98550043030489	0.04	0.878172588832487
bamboozle	loving	1	25	1	attraction	4.17426764555988	24.6758243823395	2.98550043030489	0.04	0.878172588832487
bamboozle	murdering	1	25	1	attraction	4.17426764555988	24.6758243823395	2.98550043030489	0.04	0.878172588832487
bamboozle	wondering	1	25	1	attraction	4.17426764555988	24.6758243823395	2.98550043030489	0.04	0.878172588832487
badger	adopting	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	autographing	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	coughing	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	expanding	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	letting	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	meeting	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	releasing	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	selling	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	sending	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	settling	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	shovelling	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	supplying	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
badger	surrendering	1	29	1	attraction	3.87176946286446	24.4984563511399	2.77137562495204	0.0344827586206897	0.857868020304569
blackmail	betraying	2	51	2	attraction	5.44415537875161	24.4800785675918	1.94228450214371	0.0392156862745098	0.747422680412371
blackmail	collaborating	2	51	2	attraction	5.44415537875161	24.4800785675918	1.94228450214371	0.0392156862745098	0.747422680412371
blackmail	delaying	2	51	2	attraction	5.44415537875161	24.4800785675918	1.94228450214371	0.0392156862745098	0.747422680412371
blackmail	attempting	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	attending	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	choosing	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	dealing	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	denouncing	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	denying	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
blackmail	devaluing	1	51	1	attraction	2.7275610372019	23.780307268992	1.95693127810811	0.0196078431372549	0.746192893401015
bash	opening	1	2	2	attraction	7.03650171369212	5.27299955855974	5.62935662007961	0.494897959183673	0.494897959183673
attract	putting	1	2	3	attraction	6.00026188137463	4.57471097850338	5.04439411935845	0.489795918367347	0.328205128205128
back	abandoning	1	3	2	attraction	6.00026188137463	4.57471097849938	5.04439411935845	0.328205128205128	0.489795918367347
bait	saying	1	3	2	attraction	6.00026188137463	4.57471097849938	5.04439411935845	0.328205128205128	0.489795918367347
attract	backing	1	2	4	attraction	5.3309750581975	4.16407790023677	4.62935662007961	0.48469387755102	0.244845360824742
alarm	banning	1	4	2	attraction	5.33097505819742	4.16407790023278	4.62935662007961	0.244845360824742	0.48469387755102
alarm	carrying	1	4	2	attraction	5.33097505819742	4.16407790023278	4.62935662007961	0.244845360824742	0.48469387755102
alarm	using	1	4	2	attraction	5.33097505819742	4.16407790023278	4.62935662007961	0.244845360824742	0.48469387755102
batter	behaving	1	6	2	attraction	4.44370116318225	3.64283551560855	4.04439411935845	0.161458333333333	0.474489795918367
annoy	voting	1	2	7	attraction	4.11927846556783	3.45526460292664	3.82200169802201	0.469387755102041	0.137621540762902
activate	doing	1	2	10	attraction	3.39099422615892	3.03388403951819	3.30742852519225	0.454081632653061	0.0946808510638298
argue	doing	1	2	10	attraction	3.39099422615892	3.03388403951819	3.30742852519225	0.454081632653061	0.0946808510638298
beat	behaving	1	11	2	attraction	3.2013547904456	2.92316158071523	3.16992500144231	0.0855614973262032	0.448979591836735
beat	telling	1	11	2	attraction	3.2013547904456	2.92316158071523	3.16992500144231	0.0855614973262032	0.448979591836735
beat	trying	1	11	2	attraction	3.2013547904456	2.92316158071523	3.16992500144231	0.0855614973262032	0.448979591836735
batter	voting	2	6	7	attraction	6.51654960184227	2.91777073205895	3.22239242133645	0.307017543859649	0.264550264550265
beg	taking	1	3	7	attraction	3.1351250281003	2.75684036526782	3.23703919730085	0.302564102564103	0.132385938668661
armtwist	abandoning	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
beguile	believing	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	breaking	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	changing	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
beguile	having	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	lending	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	offering	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
beguile	offering	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	opening	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
beguile	reading	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
armtwist	tackling	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
beguile	trying	1	18	2	attraction	2.25573159859734	2.35417246178088	2.4594316186373	0.05	0.413265306122449
back	becoming	1	3	10	attraction	2.4387564348268	2.33537491581881	2.72246602447109	0.287179487179487	0.0893617021276596
beat	putting	1	11	3	attraction	2.25986973908736	2.22462355152436	2.58496250072116	0.0802139037433155	0.282051282051282
bamboozle	allowing	1	25	2	attraction	1.66220995532103	1.96944064646226	1.98550043030488	0.0342196531791908	0.377551020408163
bamboozle	believing	1	25	2	attraction	1.66220995532103	1.96944064646226	1.98550043030488	0.0342196531791908	0.377551020408163
bamboozle	going	1	25	2	attraction	1.66220995532103	1.96944064646226	1.98550043030488	0.0342196531791908	0.377551020408163
bamboozle	leaving	1	25	2	attraction	1.66220995532103	1.96944064646226	1.98550043030488	0.0342196531791908	0.377551020408163
bamboozle	lending	1	25	2	attraction	1.66220995532103	1.96944064646226	1.98550043030488	0.0342196531791908	0.377551020408163
beat	making	1	11	4	attraction	1.68583923632224	1.81373837594686	2.16992500144231	0.0748663101604278	0.198453608247423
badger	changing	1	29	2	attraction	1.40663488052545	1.79175946922506	1.77137562495204	0.028565598857376	0.357142857142857
badger	creating	1	29	2	attraction	1.40663488052545	1.79175946922506	1.77137562495204	0.028565598857376	0.357142857142857
badger	going	1	29	2	attraction	1.40663488052545	1.79175946922506	1.77137562495204	0.028565598857376	0.357142857142857
badger	reading	1	29	2	attraction	1.40663488052545	1.79175946922506	1.77137562495204	0.028565598857376	0.357142857142857
bamboozle	voting	3	25	7	attraction	4.05194699469796	1.72722094809048	1.73366423107595	0.0963313609467456	0.310924369747899
blackmail	accepting	14	51	22	attraction	12.6763597356588	1.67608569400328	1.10176271615091	0.20839410144223	0.38969696969697
armtwist	paying	1	18	3	attraction	1.3911793025618	1.65542302567618	1.87446911791614	0.0444444444444444	0.246153846153846
blackmail	becoming	6	51	10	attraction	5.03850475142131	1.4891517465596	1.14519791553994	0.0884499785315586	0.347191011235955
beguile	taking	2	18	7	attraction	2.25820410528459	1.46441214038384	1.63742992061529	0.0830212234706617	0.201058201058201
beat	agreeing	1	11	6	attraction	0.990604040627048	1.29198368164868	1.58496250072116	0.0641711229946524	0.114583333333333
bamboozle	paying	1	25	3	attraction	0.877668546375325	1.27046254559539	1.40053792958373	0.0284393063583815	0.21025641025641
bamboozle	putting	1	25	3	attraction	0.877668546375325	1.27046254559539	1.40053792958373	0.0284393063583815	0.21025641025641
armtwist	making	1	18	4	attraction	0.894506705823366	1.24432409984976	1.4594316186373	0.0388888888888889	0.162371134020619
armtwist	buying	2	18	9	attraction	1.45506037904797	1.11631186576751	1.27485984123058	0.0717852684144819	0.136660724896019
badger	agreeing	2	29	6	attraction	1.33829371866687	1.10476615424249	1.17176634826648	0.0450134214329961	0.191228070175439
badger	paying	1	29	3	attraction	0.669293439199165	1.09264212168245	1.18641312423088	0.0226484390940624	0.18974358974359
blackmail	allowing	1	51	2	attraction	0.54224804525252	1.0715836162784	0.956931278108114	0.0128051220488195	0.244897959183673
blackmail	carrying	1	51	2	attraction	0.54224804525252	1.0715836162784	0.956931278108114	0.0128051220488195	0.244897959183673
blackmail	creating	1	51	2	attraction	0.54224804525252	1.0715836162784	0.956931278108114	0.0128051220488195	0.244897959183673
blackmail	backing	2	51	4	attraction	1.07049974454214	1.07102433214928	0.942284502143713	0.0254225828262339	0.244791666666667
blackmail	being	2	51	4	attraction	1.07049974454214	1.07102433214928	0.942284502143713	0.0254225828262339	0.244791666666667
blackmail	agreeing	3	51	6	attraction	1.5844181113391	1.07044141170141	0.927487500215632	0.0378445084327437	0.24468085106383
armtwist	doing	2	18	10	attraction	1.16111584680585	0.97691535369059	1.12285674778553	0.066167290886392	0.113978494623656
badger	taking	2	29	7	attraction	0.908112378738821	0.8754687373539	0.949373926930032	0.0390253974809003	0.142857142857143
bamboozle	being	1	25	4	attraction	0.461466795662967	0.859132318034826	0.985500430304885	0.0226589595375723	0.126288659793814
bamboozle	making	1	25	4	attraction	0.461466795662967	0.859132318034826	0.985500430304885	0.0226589595375723	0.126288659793814
blackmail	buying	4	51	9	attraction	1.40048239638321	0.839363732726184	0.742612157307348	0.0429703796412182	0.187613843351548
bamboozle	buying	2	25	9	attraction	0.647806823467801	0.711609243399681	0.800928652898171	0.0390643274853801	0.0992275698158051
badger	backing	1	29	4	attraction	0.300571802483622	0.681170989514071	0.771375624952037	0.0167312793307488	0.105670103092784
badger	being	1	29	4	attraction	0.300571802483622	0.681170989514071	0.771375624952037	0.0167312793307488	0.105670103092784
blackmail	doing	4	51	10	attraction	0.901116537126291	0.649662068650601	0.590609063862298	0.0358781810596579	0.141758241758242
beat	accepting	2	11	22	attraction	0.4924115070394	0.606135803722653	0.695846606840614	0.0737100737100737	0.0391849529780564
beguile	voting	1	18	7	attraction	0.206314405015376	0.534082485930513	0.652076696579693	0.0222222222222222	0.0538519072550486
bamboozle	taking	1	25	7	attraction	0.0175004494416524	0.148180512841377	0.178145508247281	0.00531791907514451	0.0172026925953628
armtwist	becoming	1	18	10	attraction	0.0102470802294035	0.111225635110479	0.137503523749935	0.00555555555555555	0.00957446808510638
bamboozle	doing	1	25	10	repulsion	-0.0699959065430102	-0.275411979859348	-0.336427664582477	-0.0120231213872832	-0.0276595744680851
badger	buying	1	29	9	repulsion	-0.101129048910739	-0.330241686869738	-0.398549376490275	-0.0128545194858192	-0.037037037037037
bamboozle	accepting	2	25	22	repulsion	-0.324231091868507	-0.420799472108271	-0.488577964296814	-0.0369590643274854	-0.0412748171368861
badger	becoming	1	29	10	repulsion	-0.200056324567761	-0.454255272276756	-0.550552469935325	-0.0187716792491328	-0.0489361702127659
badger	doing	1	29	10	repulsion	-0.200056324567761	-0.454255272276756	-0.550552469935325	-0.0187716792491328	-0.0489361702127659
badger	accepting	2	29	22	repulsion	-0.714993799110682	-0.60798937221964	-0.702702769649661	-0.0507949618005369	-0.0642633228840125
amaze	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	adopting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	asserting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	attempting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	attending	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
